Ano;Mês;Empresa;CNPJ;Porte da Prestadora;UF;Município;Código IBGE Município;Tecnologia;Acessos
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;CE;Itapipoca;2306405;FTTH;5106
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;RN;Tenente Ananias;2414100;FTTH;1
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;RN;Doutor Severiano;2403202;FTTH;17
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;RN;José da Penha;2406007;FTTH;331
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;CE;Jaguaretama;2306702;FTTH;8
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;RN;Venha-Ver;2414753;FTTH;6
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;CE;Horizonte;2305233;FTTH;101
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;RN;Encanto;2403301;FTTH;113
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;PB;São Bento;2513901;FTTH;1996
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;CE;Farias Brito;2304301;FTTH;3
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;RN;Riacho de Santana;2410801;FTTH;1
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;RN;Água Nova;2400406;FTTH;1
2019;2;BRISANET SERVICOS DE TELECOMUNICACOES LTDA;04601397000128;Pequeno Porte;CE;Guaraciaba do Norte;2305001;FTTH;1
2019;2;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;Raposa;2109452;FTTH;395
2019;2;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;São Luís;2111300;TVC;18181
2019;2;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;Raposa;2109452;TVC;6
2019;2;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;São José de Ribamar;2111201;FTTH;1120
2019;2;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;São José de Ribamar;2111201;TVC;637
2019;2;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;Santa Inês;2109908;FTTH;682
2019;2;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;Paço do Lumiar;2107506;FTTH;2150
2019;2;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;Paço do Lumiar;2107506;TVC;129
2019;2;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;São Luís;2111300;FTTH;2816
2019;2;TELECAB TELECOMUNICACOES LTDA;70317292000176;Pequeno Porte;RN;Açu;2400208;TVC;578
2019;2;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;39162235000115;Pequeno Porte;RJ;Queimados;3304144;TVC;237
2019;2;A. P. OLIVEIRA & CIA. INFORMATICA LTDA.;05462382000199;Pequeno Porte;SP;Jaú;3525300;FTTH;997
2019;2;A. P. OLIVEIRA & CIA. INFORMATICA LTDA.;05462382000199;Pequeno Porte;SP;Dois Córregos;3514106;FTTH;1336
2019;2;TV CABO SÃO PAULO LTDA.;00699284000156;Pequeno Porte;RS;Ijuí;4310207;MMDS;94
2019;2;TV CABO SÃO PAULO LTDA.;00699284000156;Pequeno Porte;RS;Caxias do Sul;4305108;TVC;581
2019;2;TV CABO SÃO PAULO LTDA.;00699284000156;Pequeno Porte;SP;Peruíbe;3537602;TVC;1380
2019;2;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;39162235000115;Pequeno Porte;RJ;Angra dos Reis;3300100;TVC;8870
2019;2;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;39162235000115;Pequeno Porte;RJ;Paraty;3303807;TVC;852
2019;2;TVAC-TV ANTENA COMUNITARIA LTDA;58981622000128;Pequeno Porte;SP;Tietê;3554508;FTTH;368
2019;2;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;39162235000115;Pequeno Porte;RJ;Itaguaí;3302007;TVC;39
2019;2;TVC TUPÃ EIRELI;05794997000112;Pequeno Porte;SP;Tupã;3555000;TVC;1955
2019;2;TV CABO DE PRESIDENTE VENCESLAU EIRELI;53308540000101;Pequeno Porte;SP;Presidente Venceslau;3541505;TVC;673
2019;2;TV CABO DE SANTO ANASTÁCIO LTDA.;57321499000156;Pequeno Porte;SP;Santo Anastácio;3547700;TVC;567
2019;2;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;39162235000115;Pequeno Porte;RJ;Mangaratiba;3302601;TVC;271
2019;2;UWBR VOX TELECOMUNICACOES S/A;12105570000125;Pequeno Porte;MG;Montes Claros;3143302;FTTH;380
2019;2;UWBR VOX TELECOMUNICACOES S/A;12105570000125;Pequeno Porte;BA;Itabuna;2914802;FTTH;43
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Arraial do Cabo;3300258;FTTH;299
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Sumidouro;3305703;FTTH;202
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Iguaba Grande;3301876;FTTH;106
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Rio das Ostras;3304524;FTTH;1473
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Macuco;3302452;FTTH;56
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Três Rios;3306008;FTTH;760
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Cabo Frio;3300704;FTTH;1386
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;São Pedro da Aldeia;3305208;FTTH;885
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Cordeiro;3301504;FTTH;43
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Armação dos Búzios;3300233;FTTH;272
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Comendador Levy Gasparian;3300951;FTTH;66
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Teresópolis;3305802;FTTH;1095
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Sapucaia;3305406;FTTH;128
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Cachoeiras de Macacu;3300803;FTTH;26
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Carmo;3301207;FTTH;399
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Nova Friburgo;3303401;FTTH;948
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Paraíba do Sul;3303708;FTTH;356
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;MG;Santana do Deserto;3158607;FTTH;8
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Guapimirim;3301850;FTTH;731
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Macaé;3302403;FTTH;1208
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Cantagalo;3301108;FTTH;55
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Duas Barras;3301603;FTTH;20
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;MG;Além Paraíba;3101508;FTTH;395
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Magé;3302502;FTTH;454
2019;2;VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;07714104000107;Pequeno Porte;RJ;Petrópolis;3303906;FTTH;656
2019;2;VIDEOMAR REDE NORDESTE S/A;63356042000180;Pequeno Porte;CE;Fortaleza;2304400;TVC;25350
2019;2;VIDEOMAR REDE NORDESTE S/A;63356042000180;Pequeno Porte;CE;Eusébio;2304285;TVC;352
2019;2;VIDEOMAR REDE NORDESTE S/A;63356042000180;Pequeno Porte;CE;Maracanaú;2307650;TVC;656
2019;2;RCA COMPANY DE TELECOMUNICAÇÕES S/A;03052751000140;Pequeno Porte;RJ;Teresópolis;3305802;TVC;6161
2019;2;RCA COMPANY DE TELECOMUNICAÇÕES S/A;03052751000140;Pequeno Porte;RJ;Itaperuna;3302205;TVC;278
2019;2;RCA COMPANY DE TELECOMUNICAÇÕES S/A;03052751000140;Pequeno Porte;PR;Paranavaí;4118402;TVC;583
2019;2;CATANDUVA SISTEMAS OPTICOS EIRELI;65784266000118;Pequeno Porte;SP;Catanduva;3511102;TVC;753
2019;2;SUPER MÍDIA TV A CABO LTDA.;07257362000101;Pequeno Porte;SP;Votorantim;3557006;TVC;14837
2019;2;TV ALPHAVILLE SISTEMA DE TELEVISÃO POR ASSINATURA LTDA.;65030132000101;Pequeno Porte;SP;Santana de Parnaíba;3547304;TVC;3027
2019;2;TV ALPHAVILLE SISTEMA DE TELEVISÃO POR ASSINATURA LTDA.;65030132000101;Pequeno Porte;SP;Barueri;3505708;TVC;2378
2019;2;TV BARIGUI LTDA;82554437000131;Pequeno Porte;PR;Curitiba;4106902;TVC;847
2019;2;TELEVIGO - TELEVISÃO A CABO LTDA. - EPP;04098738000194;Pequeno Porte;PR;Marechal Cândido Rondon;4114609;TVC;1389
2019;2;TELEVIGO - TELEVISÃO A CABO LTDA. - EPP;04098738000194;Pequeno Porte;PR;Pato Branco;4118501;TVC;1244
2019;2;NOVA COMUNICAÇÃO E RADIODIFUSÃO LTDA.;31073844000196;Pequeno Porte;RJ;Rio de Janeiro;3304557;TVA;10
2019;2;TV O DIA S/A;32175739000120;Pequeno Porte;RJ;Rio de Janeiro;3304557;TVA;2
2019;2;RAIMUNDO ANSELMO LIMA MORORÓ E CIA LTDA.;23592108000116;Pequeno Porte;CE;Fortaleza;2304400;TVA;2
2019;2;RCA COMPANY DE TELECOMUNICAÇÕES S/A;03052751000140;Pequeno Porte;ES;Vitória;3205309;TVC;6952
2019;2;RCA COMPANY DE TELECOMUNICAÇÕES S/A;03052751000140;Pequeno Porte;RJ;Nova Friburgo;3303401;TVC;6088
2019;2;RCA COMPANY DE TELECOMUNICAÇÕES S/A;03052751000140;Pequeno Porte;ES;São Mateus;3204906;TVC;687
2019;2;RCA COMPANY DE TELECOMUNICAÇÕES S/A;03052751000140;Pequeno Porte;ES;Colatina;3201506;TVC;2120
2019;2;MAXCABO TELECOMUNICAÇÕES LTDA.;03957026000110;Pequeno Porte;PR;Apucarana;4101408;TVC;1020
2019;2;BOA VENTURA EMPRESA DE SERVICO DE ACESSO CONDICIONADO LTDA;16692280000186;Pequeno Porte;PR;Curitiba;4106902;TVA;2
2019;2;MAXCABO TELECOMUNICAÇÕES LTDA.;03957026000110;Pequeno Porte;PR;Sarandi;4126256;TVC;776
2019;2;BOA VENTURA EMPRESA DE SERVICO DE ACESSO CONDICIONADO LTDA;16692280000186;Pequeno Porte;RS;Porto Alegre;4314902;TVA;2
2019;2;TV 2000 LTDA;36046423000190;Pequeno Porte;ES;Vitória;3205309;TVA;2
2019;2;ATENAS ASSESSORIA E CONSULTORIA LTDA;41795196000135;Pequeno Porte;MG;Alfenas;3101607;TVC;610
2019;2;TV UPAON-AÇU LTDA.;35101468000157;Pequeno Porte;MA;São Luís;2111300;TVA;1
2019;2;TV SP2 COMUNICAÇÕES LTDA.;04115925000139;Pequeno Porte;SP;Leme;3526704;TVC;1539
2019;2;PIRA SOM E IMAGEM S.A;58780115000126;Pequeno Porte;SP;São Paulo;3550308;TVA;5
