Ano;Mês;Empresa;CNPJ;Porte da Prestadora;UF;Município;Código IBGE Município;Tecnologia;Acessos
2019;6;OI;05423963000111;Grande Porte;MG;Nova Era;3144706;DTH;358
2019;6;OI;05423963000111;Grande Porte;CE;Lavras da Mangabeira;2307502;DTH;12
2019;6;OI;05423963000111;Grande Porte;MG;Timóteo;3168705;DTH;810
2019;6;OI;05423963000111;Grande Porte;SP;Caiabu;3508900;DTH;1
2019;6;OI;05423963000111;Grande Porte;PB;Nova Palmeira;2510303;DTH;2
2019;6;OI;05423963000111;Grande Porte;RJ;Campos dos Goytacazes;3301009;FTTH;39
2019;6;OI;05423963000111;Grande Porte;SP;Guararapes;3518206;DTH;2
2019;6;OI;05423963000111;Grande Porte;RS;Triunfo;4322004;DTH;213
2019;6;OI;05423963000111;Grande Porte;RS;Estrela;4307807;DTH;141
2019;6;OI;05423963000111;Grande Porte;PR;Ribeirão Claro;4121802;DTH;51
2019;6;OI;05423963000111;Grande Porte;SP;Sales;3544806;DTH;1
2019;6;OI;05423963000111;Grande Porte;RS;São José do Sul;4318614;DTH;9
2019;6;OI;05423963000111;Grande Porte;SP;Panorama;3535408;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Nova Independência;3533205;DTH;1
2019;6;OI;05423963000111;Grande Porte;MG;Januária;3135209;DTH;1027
2019;6;OI;05423963000111;Grande Porte;PR;Itambé;4111100;DTH;51
2019;6;OI;05423963000111;Grande Porte;MG;Serro;3167103;DTH;133
2019;6;OI;05423963000111;Grande Porte;SP;Cubatão;3513504;DTH;4
2019;6;OI;05423963000111;Grande Porte;PB;João Pessoa;2507507;DTH;6072
2019;6;OI;05423963000111;Grande Porte;ES;Aracruz;3200607;DTH;366
2019;6;OI;05423963000111;Grande Porte;ES;Alto Rio Novo;3200359;DTH;14
2019;6;OI;05423963000111;Grande Porte;MG;Piracema;3150604;DTH;89
2019;6;OI;05423963000111;Grande Porte;PR;Itambaracá;4111001;DTH;22
2019;6;OI;05423963000111;Grande Porte;PB;Mamanguape;2508901;DTH;435
2019;6;OI;05423963000111;Grande Porte;MG;São Gonçalo do Sapucaí;3162005;DTH;886
2019;6;OI;05423963000111;Grande Porte;PA;Cachoeira do Piriá;1501956;DTH;86
2019;6;OI;05423963000111;Grande Porte;BA;Riacho de Santana;2926400;DTH;14
2019;6;OI;05423963000111;Grande Porte;PB;Condado;2504504;DTH;2
2019;6;OI;05423963000111;Grande Porte;PE;Joaquim Nabuco;2608206;DTH;45
2019;6;OI;05423963000111;Grande Porte;SP;Monteiro Lobato;3531704;DTH;1
2019;6;OI;05423963000111;Grande Porte;SE;Macambira;2803708;DTH;79
2019;6;OI;05423963000111;Grande Porte;MG;Raposos;3153905;DTH;222
2019;6;OI;05423963000111;Grande Porte;PB;São Domingos;2513968;DTH;1
2019;6;OI;05423963000111;Grande Porte;PR;Campo Mourão;4104303;DTH;958
2019;6;OI;05423963000111;Grande Porte;SP;Coroados;3512506;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Gabriel Monteiro;3516507;DTH;1
2019;6;OI;05423963000111;Grande Porte;RS;Estância Velha;4307609;DTH;356
2019;6;OI;05423963000111;Grande Porte;RS;Passa Sete;4314068;DTH;1
2019;6;OI;05423963000111;Grande Porte;PR;Jandaia do Sul;4112108;DTH;250
2019;6;OI;05423963000111;Grande Porte;MG;Passa Quatro;3147600;DTH;386
2019;6;OI;05423963000111;Grande Porte;SP;Pirapozinho;3539202;DTH;5
2019;6;OI;05423963000111;Grande Porte;RS;Tupandi;4322251;DTH;12
2019;6;OI;05423963000111;Grande Porte;PE;Condado;2604601;DTH;59
2019;6;OI;05423963000111;Grande Porte;SP;Gastão Vidigal;3516804;DTH;2
2019;6;OI;05423963000111;Grande Porte;PA;Bragança;1501709;DTH;142
2019;6;OI;05423963000111;Grande Porte;MG;Ipaba;3131158;DTH;144
2019;6;OI;05423963000111;Grande Porte;PR;Carlópolis;4104709;DTH;37
2019;6;OI;05423963000111;Grande Porte;PE;Olinda;2609600;DTH;1819
2019;6;OI;05423963000111;Grande Porte;SP;Valentim Gentil;3556107;DTH;2
2019;6;OI;05423963000111;Grande Porte;SP;Urupês;3556008;DTH;1
2019;6;OI;05423963000111;Grande Porte;RS;Alto Feliz;4300570;DTH;27
2019;6;OI;05423963000111;Grande Porte;MG;Juramento;3136801;DTH;98
2019;6;OI;05423963000111;Grande Porte;SP;Rio Grande da Serra;3544103;DTH;1
2019;6;OI;05423963000111;Grande Porte;MG;Santana do Riacho;3159001;DTH;86
2019;6;OI;05423963000111;Grande Porte;SP;Cajobi;3509304;DTH;9
2019;6;OI;05423963000111;Grande Porte;RS;Três Forquilhas;4321832;DTH;33
2019;6;OI;05423963000111;Grande Porte;MG;Pedras de Maria da Cruz;3149150;DTH;93
2019;6;OI;05423963000111;Grande Porte;MG;Santana da Vargem;3158300;DTH;222
2019;6;OI;05423963000111;Grande Porte;PB;Mataraca;2509305;DTH;148
2019;6;OI;05423963000111;Grande Porte;RS;Passo do Sobrado;4314076;DTH;6
2019;6;OI;05423963000111;Grande Porte;SP;Cruzália;3513306;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Santo Anastácio;3547700;DTH;1
2019;6;OI;05423963000111;Grande Porte;RJ;Duque de Caxias;3301702;FTTH;1561
2019;6;OI;05423963000111;Grande Porte;RS;Taquara;4321204;DTH;433
2019;6;OI;05423963000111;Grande Porte;RS;Araricá;4300877;DTH;36
2019;6;OI;05423963000111;Grande Porte;MG;São Pedro da União;3163904;DTH;183
2019;6;OI;05423963000111;Grande Porte;PR;Lupionópolis;4113809;DTH;29
2019;6;OI;05423963000111;Grande Porte;SP;Inúbia Paulista;3520806;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Taciba;3552908;DTH;2
2019;6;OI;05423963000111;Grande Porte;PB;Prata;2512200;DTH;4
2019;6;OI;05423963000111;Grande Porte;SP;Buritama;3508108;DTH;4
2019;6;OI;05423963000111;Grande Porte;SP;Guaraçaí;3517802;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Paulicéia;3536406;DTH;1
2019;6;OI;05423963000111;Grande Porte;RS;Colinas;4305587;DTH;12
2019;6;OI;05423963000111;Grande Porte;MG;Três Pontas;3169406;DTH;913
2019;6;OI;05423963000111;Grande Porte;SP;Tupi Paulista;3555109;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Ipeúna;3521101;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Brejo Alegre;3507753;DTH;1
2019;6;OI;05423963000111;Grande Porte;ES;Alegre;3200201;DTH;897
2019;6;OI;05423963000111;Grande Porte;SP;Nantes;3532157;DTH;3
2019;6;OI;05423963000111;Grande Porte;SP;Piraju;3538808;DTH;6
2019;6;OI;05423963000111;Grande Porte;ES;Iúna;3203007;DTH;906
2019;6;OI;05423963000111;Grande Porte;ES;Iconha;3202603;DTH;462
2019;6;OI;05423963000111;Grande Porte;RS;Garruchos;4308656;DTH;3
2019;6;OI;05423963000111;Grande Porte;AM;Manaus;1302603;FTTH;342
2019;6;OI;05423963000111;Grande Porte;MG;Fama;3125200;DTH;94
2019;6;OI;05423963000111;Grande Porte;MA;Penalva;2108306;DTH;369
2019;6;OI;05423963000111;Grande Porte;RS;Glorinha;4309050;DTH;37
2019;6;OI;05423963000111;Grande Porte;SP;Santa Adélia;3545605;DTH;2
2019;6;OI;05423963000111;Grande Porte;RS;Relvado;4315453;DTH;2
2019;6;OI;05423963000111;Grande Porte;SP;Indiaporã;3520707;DTH;1
2019;6;OI;05423963000111;Grande Porte;AM;Amaturá;1300060;DTH;2
2019;6;OI;05423963000111;Grande Porte;MA;São Vicente Ferrer;2111706;DTH;333
2019;6;OI;05423963000111;Grande Porte;MG;Guaranésia;3128303;DTH;610
2019;6;OI;05423963000111;Grande Porte;MG;Elói Mendes;3123601;DTH;603
2019;6;OI;05423963000111;Grande Porte;RS;Salvador do Sul;4316501;DTH;47
2019;6;OI;05423963000111;Grande Porte;RS;Tunas;4322152;DTH;5
2019;6;OI;05423963000111;Grande Porte;RS;Sinimbu;4320677;DTH;9
2019;6;OI;05423963000111;Grande Porte;ES;Colatina;3201506;DTH;714
2019;6;OI;05423963000111;Grande Porte;SP;Planalto;3539608;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Marapoama;3528858;DTH;6
2019;6;OI;05423963000111;Grande Porte;RS;Viamão;4323002;FTTH;227
2019;6;OI;05423963000111;Grande Porte;SP;Ipiguá;3521150;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Castilho;3511003;DTH;3
2019;6;OI;05423963000111;Grande Porte;SP;Borá;3507209;DTH;1
2019;6;OI;05423963000111;Grande Porte;BA;Brumado;2904605;DTH;118
2019;6;OI;05423963000111;Grande Porte;RJ;Cachoeiras de Macacu;3300803;DTH;598
2019;6;OI;05423963000111;Grande Porte;RS;Xangri-lá;4323804;DTH;148
2019;6;OI;05423963000111;Grande Porte;SC;Matos Costa;4210704;DTH;11
2019;6;OI;05423963000111;Grande Porte;AM;Atalaia do Norte;1300201;DTH;6
2019;6;OI;05423963000111;Grande Porte;MA;Luís Domingues;2106201;DTH;89
2019;6;OI;05423963000111;Grande Porte;RS;Caraá;4304713;DTH;39
2019;6;OI;05423963000111;Grande Porte;MA;Chapadinha;2103208;DTH;188
2019;6;OI;05423963000111;Grande Porte;RS;Vespasiano Corrêa;4322855;DTH;11
2019;6;OI;05423963000111;Grande Porte;RS;São Pedro da Serra;4319356;DTH;37
2019;6;OI;05423963000111;Grande Porte;RS;Arvorezinha;4301404;DTH;17
2019;6;OI;05423963000111;Grande Porte;SP;Bilac;3506409;DTH;1
2019;6;OI;05423963000111;Grande Porte;PB;Nova Floresta;2510105;DTH;3
2019;6;OI;05423963000111;Grande Porte;RS;Vale Verde;4322525;DTH;9
2019;6;OI;05423963000111;Grande Porte;SC;Palhoça;4211900;DTH;2233
2019;6;OI;05423963000111;Grande Porte;RS;Ivoti;4310801;DTH;208
2019;6;OI;05423963000111;Grande Porte;MG;Senador José Bento;3165800;DTH;64
2019;6;OI;05423963000111;Grande Porte;RS;Santa Cruz do Sul;4316808;DTH;477
2019;6;OI;05423963000111;Grande Porte;MG;Santa Rita do Sapucaí;3159605;DTH;973
2019;6;OI;05423963000111;Grande Porte;MG;Caputira;3112901;DTH;96
2019;6;OI;05423963000111;Grande Porte;RS;Morrinhos do Sul;4312443;DTH;71
2019;6;OI;05423963000111;Grande Porte;RS;Morro Reuter;4312476;DTH;27
2019;6;OI;05423963000111;Grande Porte;SP;Narandiba;3532207;DTH;3
2019;6;OI;05423963000111;Grande Porte;RS;Minas do Leão;4312252;DTH;72
2019;6;OI;05423963000111;Grande Porte;MG;Wenceslau Braz;3172202;DTH;67
2019;6;OI;05423963000111;Grande Porte;BA;Abaíra;2900108;DTH;102
2019;6;OI;05423963000111;Grande Porte;ES;Afonso Cláudio;3200102;DTH;1005
2019;6;OI;05423963000111;Grande Porte;RS;Capivari do Sul;4304671;DTH;5
2019;6;OI;05423963000111;Grande Porte;PR;Cândido de Abreu;4104402;DTH;73
2019;6;OI;05423963000111;Grande Porte;PE;Angelim;2601003;DTH;48
2019;6;OI;05423963000111;Grande Porte;PE;Frei Miguelinho;2605806;DTH;106
2019;6;OI;05423963000111;Grande Porte;MG;Capelinha;3112307;DTH;320
2019;6;OI;05423963000111;Grande Porte;AL;Penedo;2706703;DTH;283
2019;6;OI;05423963000111;Grande Porte;MG;Frei Gaspar;3126802;DTH;29
2019;6;OI;05423963000111;Grande Porte;AL;Palmeira dos Índios;2706307;DTH;316
2019;6;OI;05423963000111;Grande Porte;CE;Caridade;2303006;DTH;178
2019;6;OI;05423963000111;Grande Porte;MG;São Gonçalo do Rio Preto;3125507;DTH;58
2019;6;OI;05423963000111;Grande Porte;PE;Ferreiros;2605509;DTH;26
2019;6;OI;05423963000111;Grande Porte;AL;Paulo Jacinto;2706604;DTH;53
2019;6;OI;05423963000111;Grande Porte;MG;Durandé;3123528;DTH;52
2019;6;OI;05423963000111;Grande Porte;MG;Recreio;3154101;DTH;257
2019;6;OI;05423963000111;Grande Porte;MG;Ipanema;3131208;DTH;374
2019;6;OI;05423963000111;Grande Porte;MG;Guiricema;3129004;DTH;154
2019;6;OI;05423963000111;Grande Porte;MG;Francisco Dumont;3126604;DTH;113
2019;6;OI;05423963000111;Grande Porte;ES;Guarapari;3202405;DTH;2047
2019;6;OI;05423963000111;Grande Porte;MG;Rio Pardo de Minas;3155603;DTH;200
2019;6;OI;05423963000111;Grande Porte;MG;Resende Costa;3154200;DTH;194
2019;6;OI;05423963000111;Grande Porte;SP;Jambeiro;3524907;DTH;1
2019;6;OI;05423963000111;Grande Porte;MG;Inhapim;3130903;DTH;314
2019;6;OI;05423963000111;Grande Porte;SC;Santa Helena;4215554;DTH;35
2019;6;OI;05423963000111;Grande Porte;ES;Laranja da Terra;3203163;DTH;728
2019;6;OI;05423963000111;Grande Porte;MG;Divisa Alegre;3122355;DTH;64
2019;6;OI;05423963000111;Grande Porte;MG;Santa Rosa da Serra;3159704;DTH;111
2019;6;OI;05423963000111;Grande Porte;SP;Paranapuã;3535903;DTH;2
2019;6;OI;05423963000111;Grande Porte;RS;Presidente Lucena;4315149;DTH;28
2019;6;OI;05423963000111;Grande Porte;ES;Muqui;3203809;DTH;747
2019;6;OI;05423963000111;Grande Porte;MG;Santa Cruz do Escalvado;3157401;DTH;18
2019;6;OI;05423963000111;Grande Porte;SP;Parisi;3536257;DTH;1
2019;6;OI;05423963000111;Grande Porte;RS;Ibarama;4309753;DTH;3
2019;6;OI;05423963000111;Grande Porte;SP;São Bernardo do Campo;3548708;DTH;15
2019;6;OI;05423963000111;Grande Porte;TO;"Pau D'Arco";1716307;DTH;8
2019;6;OI;05423963000111;Grande Porte;SP;Pedranópolis;3536901;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Onda Verde;3534005;DTH;5
2019;6;OI;05423963000111;Grande Porte;RS;Sobradinho;4320701;DTH;63
2019;6;OI;05423963000111;Grande Porte;RS;Arroio dos Ratos;4301107;DTH;115
2019;6;OI;05423963000111;Grande Porte;RS;Porto Alegre;4314902;DTH;16104
2019;6;OI;05423963000111;Grande Porte;MG;Iguatama;3130309;DTH;17
2019;6;OI;05423963000111;Grande Porte;AL;Piaçabuçu;2706802;DTH;49
2019;6;OI;05423963000111;Grande Porte;SP;Paraíso;3535705;DTH;1
2019;6;OI;05423963000111;Grande Porte;MG;Iraí de Minas;3131604;DTH;18
2019;6;OI;05423963000111;Grande Porte;RS;São Vendelino;4319752;DTH;9
2019;6;OI;05423963000111;Grande Porte;PR;Formosa do Oeste;4108205;DTH;30
2019;6;OI;05423963000111;Grande Porte;SP;Iepê;3519907;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Álvares Florence;3501202;DTH;1
2019;6;OI;05423963000111;Grande Porte;SP;Turiúba;3555208;DTH;1
2019;6;OI;05423963000111;Grande Porte;AL;Estrela de Alagoas;2702553;DTH;21
2019;6;OI;05423963000111;Grande Porte;SP;Guaratinguetá;3518404;DTH;6
2019;6;OI;05423963000111;Grande Porte;PB;Congo;2504702;DTH;3
2019;6;OI;05423963000111;Grande Porte;AL;Cacimbinhas;2701209;DTH;41
2019;6;OI;05423963000111;Grande Porte;PB;Juazeirinho;2507705;DTH;3
2019;6;OI;05423963000111;Grande Porte;AL;São Sebastião;2708808;DTH;166
2019;6;OI;05423963000111;Grande Porte;PR;Céu Azul;4105300;DTH;47
2019;6;OI;05423963000111;Grande Porte;RN;São Tomé;2412906;DTH;19
2019;6;OI;05423963000111;Grande Porte;PE;São Vicente Ferrer;2613800;DTH;57
2019;6;OI;05423963000111;Grande Porte;SP;Valinhos;3556206;DTH;17
2019;6;OI;05423963000111;Grande Porte;MG;Coronel Fabriciano;3119401;DTH;833
2019;6;OI;05423963000111;Grande Porte;SP;Olímpia;3533908;DTH;26
2019;6;OI;05423963000111;Grande Porte;PB;Cubati;2505006;DTH;8
2019;6;OI;05423963000111;Grande Porte;PE;Escada;2605202;DTH;147
2019;6;OI;05423963000111;Grande Porte;RN;São Rafael;2412807;DTH;11
2019;6;OI;05423963000111;Grande Porte;SP;Atibaia;3504107;DTH;15
2019;6;OI;05423963000111;Grande Porte;SP;Ilha Comprida;3520426;DTH;3
2019;6;OI;05423963000111;Grande Porte;SP;Nova Granada;3533007;DTH;8
2019;6;OI;05423963000111;Grande Porte;MG;Veredinha;3171071;DTH;54
2019;6;OI;05423963000111;Grande Porte;AL;Dois Riachos;2702504;DTH;18
2019;6;OI;05423963000111;Grande Porte;PA;Rondon do Pará;1506187;DTH;180
2019;6;OI;05423963000111;Grande Porte;SP;Paulo de Faria;3536604;DTH;1
2019;6;OI;05423963000111;Grande Porte;PB;Cuité;2505105;DTH;8
2019;6;OI;05423963000111;Grande Porte;MA;Matões;2106607;DTH;8
2019;6;OI;05423963000111;Grande Porte;RN;Angicos;2400802;DTH;19
2019;6;OI;05423963000111;Grande Porte;SC;Arabutã;4201273;DTH;95
2019;6;OI;05423963000111;Grande Porte;PE;Parnamirim;2610400;DTH;8
2019;6;OI;05423963000111;Grande Porte;ES;São Roque do Canaã;3204955;DTH;12
2019;6;OI;05423963000111;Grande Porte;AL;Monteirópolis;2705408;DTH;34
2019;6;OI;05423963000111;Grande Porte;PR;Janiópolis;4112207;DTH;18
2019;6;OI;05423963000111;Grande Porte;AL;Coruripe;2702306;DTH;545
2019;6;OI;05423963000111;Grande Porte;PR;Ivaté;4111555;DTH;69
2019;6;OI;05423963000111;Grande Porte;PR;Cianorte;4105508;DTH;331
2019;6;OI;05423963000111;Grande Porte;PR;Braganey;4103354;DTH;14
2019;6;OI;05423963000111;Grande Porte;MG;Frei Lagonegro;3126950;DTH;38
2019;6;OI;05423963000111;Grande Porte;AC;Capixaba;1200179;DTH;45
2019;6;OI;05423963000111;Grande Porte;CE;Paraipaba;2310258;DTH;711
2019;6;OI;05423963000111;Grande Porte;MG;Sabinópolis;3156809;DTH;101
2019;6;OI;05423963000111;Grande Porte;MG;Santana dos Montes;3159100;DTH;59
2019;6;OI;05423963000111;Grande Porte;MG;Frei Inocêncio;3126901;DTH;162
2019;6;OI;05423963000111;Grande Porte;AL;Poço das Trincheiras;2707206;DTH;55
2019;6;OI;05423963000111;Grande Porte;PR;Balsa Nova;4102307;DTH;208
2019;6;OI;05423963000111;Grande Porte;SP;Colômbia;3512100;DTH;1
2019;6;OI;05423963000111;Grande Porte;PE;Garanhuns;2606002;DTH;735
2019;6;OI;05423963000111;Grande Porte;BA;Teolândia;2931608;DTH;19
2019;6;OI;05423963000111;Grande Porte;PR;Santa Mariana;4123907;DTH;61
2019;6;OI;05423963000111;Grande Porte;PE;Sanharó;2612406;DTH;56
2019;6;OI;05423963000111;Grande Porte;AL;Colônia Leopoldina;2702108;DTH;115
2019;6;OI;05423963000111;Grande Porte;SP;Cedral;3511300;DTH;2
