Ano;Mês;Empresa;CNPJ;Porte da Prestadora;UF;Município;Código IBGE Município;Tecnologia;Acessos
2019;6;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;São José de Ribamar;2111201;FTTH;1514
2019;6;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;São Luís;2111300;TVC;18081
2019;6;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;Raposa;2109452;FTTH;517
2019;6;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;Raposa;2109452;TVC;6
2019;6;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;São José de Ribamar;2111201;TVC;664
2019;6;TELECOMUNICAÇÕES NORDESTE LTDA.;02995233000105;Pequeno Porte;MA;Santa Inês;2109908;FTTH;542
2019;6;TELECAB TELECOMUNICACOES LTDA;70317292000176;Pequeno Porte;RN;Açu;2400208;TVC;589
2019;6;TVC TUPÃ EIRELI;05794997000112;Pequeno Porte;SP;Tupã;3555000;TVC;1841
2019;6;TV CABO SÃO PAULO LTDA.;00699284000156;Pequeno Porte;RS;Ijuí;4310207;MMDS;67
2019;6;TV CABO SÃO PAULO LTDA.;00699284000156;Pequeno Porte;RS;Caxias do Sul;4305108;TVC;652
2019;6;TV CABO SÃO PAULO LTDA.;00699284000156;Pequeno Porte;SP;Peruíbe;3537602;TVC;1160
2019;6;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;39162235000115;Pequeno Porte;RJ;Angra dos Reis;3300100;TVC;7964
2019;6;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;39162235000115;Pequeno Porte;RJ;Mangaratiba;3302601;TVC;258
2019;6;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;39162235000115;Pequeno Porte;RJ;Queimados;3304144;TVC;275
2019;6;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;39162235000115;Pequeno Porte;RJ;Paraty;3303807;TVC;830
2019;6;TV CABO DE PRESIDENTE VENCESLAU EIRELI;53308540000101;Pequeno Porte;SP;Presidente Venceslau;3541505;TVC;602
2019;6;TVAC-TV ANTENA COMUNITARIA LTDA;58981622000128;Pequeno Porte;SP;Tietê;3554508;FTTH;394
2019;6;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;39162235000115;Pequeno Porte;RJ;Itaguaí;3302007;TVC;75
2019;6;TV CABO DE SANTO ANASTÁCIO LTDA.;57321499000156;Pequeno Porte;SP;Santo Anastácio;3547700;TVC;570
2019;6;UWBR VOX TELECOMUNICACOES S/A;12105570000125;Pequeno Porte;MG;Montes Claros;3143302;FTTH;405
